Title,Author,Date,Category,Code,Period
Vista de Salsipuedes,H. Garnier,ca. 1876,Dibujo,1999.4.25,Republicano
Antis,H. Garnier,ca. 1876,Pintura,1999.4.20,Republicano
Conibos,H. Garnier,ca. 1876,Pintura,1999.4.19,Republicano
Alameda en La Paz,Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.53,Republicano
Alameda en La Paz,Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.57,Republicano
Alto de La Paz,Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.54,Republicano
"Calamarca, Bolivia",Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.115,Republicano
Calle de Cochabamba,Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.109,Republicano
Calle de Cochabamba,Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.112,Republicano
Calle en La Paz,Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.47,Republicano
Calle en La Paz,Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.49,Republicano
Calle en La Paz,Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.51,Republicano
"Casa de Gobierno, La Paz",Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.56,Republicano
Catedral de La Paz,Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.48,Republicano
"Corocoro, Bolivia",Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.46,Republicano
"Corocoro, Bolivia",Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.108,Republicano
"Iglesia de la Compañía, La Paz",Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.16,Republicano
"Iglesia de Tiahuanaco, Bolivia",Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.106,Republicano
"La Paz, Bolivia",Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.55,Republicano
Mejillones,Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.132,Republicano
"Mina Remedio, Corocoro",Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.50,Republicano
Nevado Illimani,Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.58,Republicano
"Platanal, El Beni",Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.111,Republicano
Plaza de Cochabamba,Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.113,Republicano
Plaza de Sorata,Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.61,Republicano
"Plaza, La Paz",Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.15,Republicano
"Quinta la Chimba, Mejillones",Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.110,Republicano
"San Tomás, Beni",Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.32,Republicano
Sorata con el nevado Illampu,Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.52,Republicano
"Tambo Arena, Bolivia",Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.116,Republicano
Vista general de Cochabamba,Georges B. von Grumbkow,ca. 1876-1877,Fotografía,1996.5.114,Republicano
Plaza de Sorata con Illampu,Georges B. von Grumbkow,ca. 1876-1878,Fotografía,1996.5.62,Republicano
Cotaña,Georges B. von Grumbkow,ca. 1876-1879,Fotografía,1996.5.63,Republicano
"Cantería, Mapiri",Georges B. von Grumbkow,ca. 1876-1880,Fotografía,1996.5.64,Republicano
"Cerro Calvario, Copacabana",Georges B. von Grumbkow,ca. 1876-1881,Fotografía,1996.5.65,Republicano
Hospicio de Cochabamba,Georges B. von Grumbkow,ca. 1876-1882,Fotografía,1996.5.66,Republicano
"Iglesia de Nuestra Señora de Copacabana, Bolivia",Georges B. von Grumbkow,ca. 1876-1882,Fotografía,1996.5.67,Republicano
Calles de Cochabamba,Georges B. von Grumbkow,ca. 1876-1884,Fotografía,1996.5.68,Republicano
Calle de Cochabamba,Georges B. von Grumbkow,ca. 1876-1885,Fotografía,1996.5.69,Republicano
Calle de Cochabamba,Georges B. von Grumbkow,ca. 1876-1886,Fotografía,1996.5.70,Republicano
Álbum de retratos de mujeres limeñas,Estudio Courret,ca. 1876-1887,Fotografía,2006.7.1,Republicano
Calle de Cochabamba,Georges B. von Grumbkow,ca. 1876-1887,Fotografía,1996.5.71,Republicano
Calle de Cochabamba,Georges B. von Grumbkow,ca. 1876-1888,Fotografía,1996.5.72,Republicano
"Chuquisaca, Bolivia",Georges B. von Grumbkow,ca. 1876-1889,Fotografía,1996.5.73,Republicano
"San Agustín, Mapiri",Georges B. von Grumbkow,ca. 1876-1890,Fotografía,1996.5.74,Republicano
"Hacienda de cascarilla, Bolivia",Georges B. von Grumbkow,ca. 1876-1891,Fotografía,1996.5.75,Republicano
Cerámicas moche de la colección Nicolás Sáenz,Rafael Castillo,ca. 1877,Fotografía,2022.38.1,Republicano
Cerámicas moche de la colección Nicolás Sáenz,Rafael Castillo,ca. 1877,Fotografía,2022.38.2,Republicano
Cerámicas moche de la colección Nicolás Sáenz,Rafael Castillo,ca. 1877,Fotografía,2022.38.3,Republicano
Cerámicas moche de la colección Nicolás Sáenz,Rafael Castillo,ca. 1877,Fotografía,2022.38.4,Republicano
Retrato de pareja,Eugenio Courret,ca. 1877,Fotografía,2022.26.1,Republicano
Asesinato de Manuel Pardo,Eugenio Courret,ca. 1878,Fotografía,2014.7.4,Republicano
"Ingenio de la hacienda Infantas, Lima",Anónimo,ca. 1878,Fotografía,2014.11.28,Republicano
Ultimátum de la argolla,Rafael Castillo,ca. 1878,Fotografía,2017.14.2,Republicano
Retrato de mujer,Carlos Heldt,ca. 1880,Fotografía,2014.7.8,Republicano
Retrato de mujer,Carlos Heldt,ca. 1880,Fotografía,2014.7.9,Republicano
"Calle Independencia, Puno",Anónimo,ca. 1880-1890,Fotografía,2018.15.5,Republicano
Ahuayo,Anónimo - Aymara,ca. 1880-1900,Textil,2018.53.9,Republicano
Ahuayo,Anónimo - Aymara,ca. 1880-1900,Textil,2018.53.3,Republicano
Ahuayo,Anónimo - Aymara,ca. 1880-1900,Textil,2018.53.6,Republicano
Ahuayo,Anónimo - Aymara,ca. 1880-1900,Textil,2018.53.1,Republicano
Picchi,Anónimo,ca. 1880-1920,Metales,2003.6.53,Republicano
Picchi,Anónimo,ca. 1880-1920,Metales,2003.6.52,Republicano
Picchi,Anónimo,ca. 1880-1920,Metales,2003.6.48,Republicano
Picchi,Anónimo,ca. 1880-1920,Metales,2003.6.7,Republicano
Picchi,Anónimo,ca. 1880-1920,Metales,2003.6.43,Republicano
Picchi,Anónimo,ca. 1880-1920,Metales,2003.6.44,Republicano
Picchi,Anónimo,ca. 1880-1920,Metales,2003.6.45,Republicano
Picchi,Anónimo,ca. 1880-1920,Metales,2003.6.46,Republicano
Picchi,Anónimo,ca. 1880-1920,Metales,2003.6.47,Republicano
Picchi,Anónimo,ca. 1880-1920,Metales,2003.6.59,Republicano
Picchi,Anónimo,ca. 1880-1920,Metales,2003.6.60,Republicano
Picchi,Anónimo,ca. 1880-1920,Metales,2003.6.61,Republicano
Picchi,Anónimo,ca. 1880-1920,Metales,2003.6.62,Republicano
Picchi,Anónimo,ca. 1880-1920,Metales,2003.6.64,Republicano
Picchi,Anónimo,ca. 1880-1920,Metales,2003.6.63,Republicano
Picchi,Anónimo,ca. 1880-1920,Metales,2003.6.70,Republicano
Picchi,Anónimo,ca. 1880-1920,Metales,2003.6.71,Republicano
Picchi,Anónimo,ca. 1880-1920,Metales,2003.6.21,Republicano
Picchi,Anónimo,ca. 1880-1920,Metales,2003.6.11,Republicano
Picchi,Anónimo,ca. 1880-1920,Metales,2003.6.16,Republicano
Picchi,Anónimo,ca. 1880-1920,Metales,2003.6.26,Republicano
Tupu,Anónimo,ca. 1880-1920,Metales,2003.6.2,Republicano
Tupu,Anónimo,ca. 1880-1920,Metales,2003.6.3,Republicano
Tupu,Anónimo,ca. 1880-1920,Metales,2003.6.8,Republicano
Tupu,Anónimo,ca. 1880-1920,Metales,2003.6.9,Republicano
Wak'a,Anónimo - Aymara,ca. 1880-1920,Textil,2018.53.93,Republicano
Wak'a,Anónimo - Aymara,ca. 1880-1920,Textil,2018.53.92,Republicano
Wak'a,Anónimo - Aymara,ca. 1880-1920,Textil,2018.53.91,Republicano
Wak'a,Anónimo - Aymara,ca. 1880-1920,Textil,2018.53.87,Republicano
Wak'a,Anónimo - Aymara,ca. 1880-1920,Textil,2018.53.90,Republicano
Incuña,"Anónimo - Ácora, Puno",ca. 1880-1940,Textil,2016.37.2,Republicano
Incuña,"Anónimo - Ácora, Puno",ca. 1880-1940,Textil,2016.32.1,Republicano
Tupu con escudo peruano,,ca. 1880-1950,Metales,2020.8.2,Republicano
"Casa de Dionisio Derteano en Chorrillos, después del saqueo",Eugenio Courret,ca. 1881,Fotografía,2014.11.32,Republicano
"Hotel de Miraflores en Chorrillos, después del saqueo",Anónimo,ca. 1881,Fotografía,2014.11.34,Republicano
"Plaza de Chorrillos, después del saqueo",Eugenio Courret,ca. 1881,Fotografía,2014.11.30,Republicano
La partida del recluta,Ramón Muñíz,ca. 1885-1900,Pintura,2015.23.1,Republicano
María Magdalena,"Heudebert de Prevost, Benjamina",ca. 1885-1900,Pintura,V-2.0-0694,Republicano
Abel muerto,Carlos Baca-Flor,ca. 1886,Pintura,1959.4.222,Republicano
Academia Masculina,Carlos Baca-Flor,ca. 1886,Pintura,V-2.0-0623,Republicano
Apunte de cabezas y perro,Carlos Baca-Flor,ca. 1887-1890,Dibujo,1959.4.97,Republicano
Apunte de frutera,Carlos Baca-Flor,ca. 1887-1890,Dibujo,1959.4.160,Republicano
Apunte de guitarrista,Carlos Baca-Flor,ca. 1887-1890,Dibujo,1959.4.161,Republicano
Hortensia Cáceres Moreno,Carlos Baca-Flor,ca. 1887-1890,Dibujo,1959.4.144,Republicano
Joven indígena,Carlos Baca-Flor,ca. 1887-1890,Dibujo,1959.4.166,Republicano
Mujer con manta,Carlos Baca-Flor,ca. 1887-1890,Dibujo,1959.4.181,Republicano
Mulata con bufanda,Carlos Baca-Flor,ca. 1887-1890,Dibujo,1959.4.176,Republicano
Perfil de mujer,Carlos Baca-Flor,ca. 1887-1890,Dibujo,1959.4.179,Republicano
Personaje con sombrero,Carlos Baca-Flor,ca. 1887-1890,Dibujo,1959.4.168,Republicano
Personaje de perfil con sombrero,Carlos Baca-Flor,ca. 1887-1890,Dibujo,1959.4.171,Republicano
Personaje de perfil y caricatura,Carlos Baca-Flor,ca. 1887-1890,Dibujo,1959.4.96,Republicano
Personaje tocando quena,Carlos Baca-Flor,ca. 1887-1890,Dibujo,1959.4.167,Republicano
Retrato de hombre pensativo,Carlos Baca-Flor,ca. 1887-1890,Dibujo,1959.4.175,Republicano
"Un matón, según Ignacio Merino",Carlos Baca-Flor,ca. 1887-1890,Dibujo,1959.4.146,Republicano
Caín,Carlos Baca-Flor,ca. 1889-1890,Dibujo,1959.4.157,Republicano
Cartuja,Carlos Baca-Flor,ca. 1889-1890,Dibujo,1959.4.140,Republicano
Escena de la conquista,Carlos Baca-Flor,ca. 1889-1890,Dibujo,1959.4.158,Republicano
Escena de la conquista,Carlos Baca-Flor,ca. 1889-1890,Dibujo,1959.4.152a-b,Republicano
Escena de la conquista,Carlos Baca-Flor,ca. 1889-1890,Dibujo,1959.4.139,Republicano
Escena de la Guerra del Pacífico,Carlos Baca-Flor,ca. 1889-1890,Dibujo,1959.4.91a-b,Republicano
Escena galante ante un balcón,Carlos Baca-Flor,ca. 1889-1890,Dibujo,1959.4.149a-b,Republicano
Escena histórica no identificada,Carlos Baca-Flor,ca. 1889-1890,Dibujo,1959.4.92,Republicano
Estudio de personaje masculino,Carlos Baca-Flor,ca. 1889-1890,Dibujo,1959.4.150a-b,Republicano
Estudio para composición no identificada,Carlos Baca-Flor,ca. 1889-1890,Dibujo,1959.4.156a-b,Republicano
Estudio para composición no identificada,Carlos Baca-Flor,ca. 1889-1890,Dibujo,1959.4.124,Republicano
Estudio para escena de la vida de Cristo,Carlos Baca-Flor,ca. 1889-1890,Dibujo,1959.4.165,Republicano
Hamlet venga a su padre,Carlos Baca-Flor,ca. 1889-1890,Dibujo,1959.4.83,Republicano
Ima Sumac encuentra a su madre cautiva,Carlos Baca-Flor,ca. 1889-1890,Dibujo,1959.4.148,Republicano
Inca,Carlos Baca-Flor,ca. 1889-1890,Dibujo,1959.4.137,Republicano
Inca,Carlos Baca-Flor,ca. 1889-1890,Dibujo,1959.4.138,Republicano
Magdalena arrepentida ante la cruz,Carlos Baca-Flor,ca. 1889-1890,Dibujo,1959.4.130,Republicano
Noli me tangere,Carlos Baca-Flor,ca. 1889-1890,Dibujo,1959.4.129,Republicano
Reencuentro de Cusi Coyllur con Ollanta y su hija,Carlos Baca-Flor,ca. 1889-1890,Dibujo,1959.4.136,Republicano
Reencuentro de Cusi Coyllur con Ollanta y su hija,Carlos Baca-Flor,ca. 1889-1890,Dibujo,1959.4.135,Republicano
Ima Sumac encuentra a su madre cautiva,Carlos Baca-Flor,ca. 1889-1894,Dibujo,1959.4.128,Republicano
Estudio para composición no identificada,Carlos Baca-Flor,ca. 1889-1900,Dibujo,1959.4.164,Republicano
Estudio de perspectiva arquitectónica,Carlos Baca-Flor,ca. 1890,Dibujo,1959.4.112,Republicano
Estudio de sólidos geométricos,Carlos Baca-Flor,ca. 1890,Dibujo,1959.4.120,Republicano
"El montonero Escobar, según Pancho Fierro",Anónimo limeño,ca. 1890 -1910,Pintura,V-2.0-0868,Republicano
"Nuez Moscada, según Pancho Fierro",Anónimo limeño,ca. 1890 -1910,Pintura,V-2.0-0869,Republicano
Estudio de águila disecada,Carlos Baca-Flor,ca. 1890-1891,Dibujo,1959.4.67,Republicano
Estudio de águila disecada,Carlos Baca-Flor,ca. 1890-1891,Dibujo,1959.4.251,Republicano
Estudio de musculatura,Carlos Baca-Flor,ca. 1890-1891,Dibujo,1959.4.108,Republicano
Estudio de musculatura,Carlos Baca-Flor,ca. 1890-1891,Dibujo,1959.4.110,Republicano
Estudio de musculatura,Carlos Baca-Flor,ca. 1890-1891,Dibujo,1959.4.106,Republicano
Estudio de musculatura,Carlos Baca-Flor,ca. 1890-1891,Dibujo,1959.4.102,Republicano
Estudio de musculatura,Carlos Baca-Flor,ca. 1890-1891,Dibujo,1959.4.104,Republicano
Estudio de musculatura,Carlos Baca-Flor,ca. 1890-1891,Dibujo,1959.4.109,Republicano
Estudio de musculatura,Carlos Baca-Flor,ca. 1890-1891,Dibujo,1959.4.111,Republicano
Estudio de musculatura,Carlos Baca-Flor,ca. 1890-1891,Dibujo,1959.4.105,Republicano
Estudio de musculatura,Carlos Baca-Flor,ca. 1890-1891,Dibujo,1959.4.103,Republicano
Estudio de musculatura,Carlos Baca-Flor,ca. 1890-1891,Dibujo,1959.4.107,Republicano
Academia masculina,Carlos Baca-Flor,ca. 1890-1892,Dibujo,1959.4.241,Republicano
Cabeza de mujer,Carlos Baca-Flor,ca. 1890-1893,Dibujo,1959.4.177,Republicano
Apunte de dos mujeres sentadas,Carlos Baca-Flor,ca. 1890-1895,Dibujo,1959.4.125,Republicano
Apunte de grupo,Carlos Baca-Flor,ca. 1890-1895,Dibujo,1959.4.159,Republicano
Apunte de mujer cosiendo,Carlos Baca-Flor,ca. 1890-1895,Dibujo,1959.4.127,Republicano
Apunte de mujer sentada,Carlos Baca-Flor,ca. 1890-1895,Dibujo,1959.4.126,Republicano
Estudio para escena no identificada,Carlos Baca-Flor,ca. 1890-1895,Dibujo,1959.4.145,Republicano
Hombre no identificado con sombrero de copa,Carlos Baca-Flor,ca. 1890-1895,Dibujo,1959.4.170,Republicano
Mujer de pie,Carlos Baca-Flor,ca. 1890-1895,Dibujo,1959.4.143,Republicano
Personaje dormido,Carlos Baca-Flor,ca. 1890-1895,Dibujo,1959.4.147,Republicano
Anciano fumando,Carlos Baca-Flor,ca. 1890-1895,Pintura,1959.4.26,Republicano
Campesina italiana,Carlos Baca-Flor,ca. 1890-1895,Pintura,1959.4.23a-b,Republicano
Campesina napolitana,Carlos Baca-Flor,ca. 1890-1895,Pintura,1959.4.24,Republicano
Niña con paraguas,Carlos Baca-Flor,ca. 1890-1895,Pintura,1959.4.304,Republicano
Ñusta,Carlos Baca-Flor,ca. 1890-1895,Pintura,1959.4.25a-b,Republicano
A la muerte del Inca,Carlos Baca-Flor,ca. 1890-1900,Dibujo,1959.4.133,Republicano
Dos santos escritores,Carlos Baca-Flor,ca. 1890-1900,Dibujo,1959.4.154,Republicano
Escena de la conquista,Carlos Baca-Flor,ca. 1890-1900,Dibujo,1959.4.131,Republicano
Escena de la conquista,Carlos Baca-Flor,ca. 1890-1900,Dibujo,1959.4.132,Republicano
Estudio de soldado español,Carlos Baca-Flor,ca. 1890-1900,Dibujo,1959.4.254,Republicano
Estudio para composición no identificada,Carlos Baca-Flor,ca. 1890-1900,Dibujo,1959.4.162,Republicano
Estudio para composición no identificada,Carlos Baca-Flor,ca. 1890-1900,Dibujo,1959.4.163,Republicano
Estudio para composición no identificada,Carlos Baca-Flor,ca. 1890-1900,Dibujo,1959.4.190,Republicano
Estudio para composición no identificada,Carlos Baca-Flor,ca. 1890-1900,Dibujo,1959.4.187,Republicano
Estudio para composición no identificada,Carlos Baca-Flor,ca. 1890-1900,Dibujo,1959.4.188,Republicano
Estudio para escena de la vida de Cristo,Carlos Baca-Flor,ca. 1890-1900,Dibujo,1959.4.189,Republicano
Estudio para escena no identificada,Carlos Baca-Flor,ca. 1890-1900,Dibujo,1959.4.151,Republicano
Álbum con vistas de Lima y otras ciudades de Sudamérica,Anónimo,ca. 1890-1900,Fotografía,2007.25.1a-hg,Republicano
Retrato de dos mujeres,Carlos P. La Torre,ca. 1890-1900,Fotografía,2014.7.3,Republicano
"Retrato de grupo, Arequipa",Anónimo,ca. 1890-1900,Fotografía,2001.12.1,Republicano
"Retrato de grupo, Arequipa",Anónimo,ca. 1890-1900,Fotografía,2001.12.2,Republicano
Retrato de pareja en la campiña de Arequipa,Anónimo,ca. 1890-1900,Fotografía,2019.8.1,Republicano
Vista de la campiña de Arequipa,Anónimo,ca. 1890-1900,Fotografía,2019.8.2,Republicano
Mate recipiente con escena de género,Anónimo,ca. 1890-1900,Orgánico,2019.58.1,Republicano
La cieguecita,Luis Astete y Concha,ca. 1890-1900,Pintura,2013.2.1,Republicano
"Arrescurrenaga, según Pancho Fierro",Anónimo limeño,ca. 1890-1910,Pintura,V-2.0-0889,Republicano
Busto de mujer,Abelardo Álvarez Calderón,ca. 1890-1910,Pintura,V-2.0-0239,Republicano
"El ciego Galecio y su hija, según Pancho Fierro",Anónimo limeño,ca. 1890-1910,Pintura,V-2.0-0890,Republicano
"El Diógenes peruano (Ángel Fernando Quirós), según Pancho Fierro",Anónimo limeño,ca. 1890-1910,Pintura,V-2.0-0864,Republicano
"El Doctor José Manuel Valdés Busione, insigne médico y distinguido literato",Anónimo limeño,ca. 1890-1910,Pintura,V-2.0-0246,Republicano
"El helenista, según Pancho Fierro",Anónimo limeño,ca. 1890-1910,Pintura,V-2.0-0865,Republicano
"El jorobado Lumbreras, según Pancho Fierro",Anónimo limeño,ca. 1890-1910,Pintura,V-2.0-0893,Republicano
El loco Guillén y un padre crucífero,Anónimo limeño,ca. 1890-1910,Pintura,V-2.0-0243,Republicano
"El maestro Hueso, según Pancho Fierro",Anónimo limeño,ca. 1890-1910,Pintura,V-2.0-0244,Republicano
"El mariscal La Fuente, según Pancho Fierro",Anónimo limeño,ca. 1890-1910,Pintura,V-2.0-0862,Republicano
"El narigón Colmenares, según Pancho Fierro",Anónimo limeño,ca. 1890-1910,Pintura,V-2.0-0894,Republicano
"El padre Cueto (prior de los dominicos), según Pancho Fierro",Anónimo limeño,ca. 1890-1910,Pintura,V-2.0-0857,Republicano
"El pelucón Pando, según Pancho Fierro",Anónimo limeño,ca. 1890-1910,Pintura,V-2.0-0892,Republicano
"El resucitado (Don Esteban), según Pancho Fierro",Anónimo limeño,ca. 1890-1910,Pintura,V-2.0-0886,Republicano
"El sargento Zapata, según Pancho Fierro",Anónimo limeño,ca. 1890-1910,Pintura,V-2.0-0870,Republicano
"Fray Tomates (sacristán dominico), según Pancho Fierro",Anónimo limeño,ca. 1890-1910,Pintura,V-2.0-0242,Republicano
"Manongo Bolón, según Pancho Fierro",Anónimo limeño,ca. 1890-1910,Pintura,V-2.0-0856,Republicano
"Mazamorra (sacristán de San Marcelo), según Pancho Fierro",Anónimo limeño,ca. 1890-1910,Pintura,V-2.0-0866,Republicano
"Ño bofetada del diablo, según Pancho Fierro",Anónimo limeño,ca. 1890-1910,Pintura,V-2.0-0932,Republicano
"Ño Leche-Crema, según Pancho Fierro",Anónimo limeño,ca. 1890-1910,Pintura,V-2.0-0887,Republicano
Orando ante la tumba,Alberto Lynch,ca. 1890-1910,Pintura,V-2.0-0176,Republicano
"Ruiz el elegante (1870), según Pancho Fierro",Anónimo limeño,ca. 1890-1910,Pintura,V-2.0-0863,Republicano
"Un arquitecto garibaldino (José Tiravanti), según Pancho Fierro",Anónimo limeño,ca. 1890-1910,Pintura,V-2.0-0891,Republicano
"Un guardián del orden público (Ajiaco) y tapada, según Pancho Fierro",Anónimo limeño,ca. 1890-1910,Pintura,V-2.0-0859,Republicano
"Un matrimonio: Chepita la capullo y Juanito de la Leva (1850), según Pancho Fierro",Anónimo limeño,ca. 1890-1910,Pintura,V-2.0-0861,Republicano
"Un ministro de Estado en su casa (el Dr. D. J. M. Galdeano), según Pancho Fierro",Anónimo limeño,ca. 1890-1910,Pintura,V-2.0-0858,Republicano
"Zamba-Pollera (sacristán de San Lázaro), según Pancho Fierro",Anónimo limeño,ca. 1890-1910,Pintura,V-2.0-0871,Republicano
"Un historiador (Don Sebastián Lorente), según Pancho Fierro",Anónimo limeño,ca. 1890-1921,Pintura,V-2.0-0888,Republicano
Chicotillo,Anónimo,ca. 1890-1930,Metales,2014.54.30,Republicano
Chicotillo,Anónimo,ca. 1890-1930,Metales,2014.54.32,Republicano
Chicotillo,Anónimo,ca. 1890-1930,Metales,2014.54.33,Republicano
Chicotillo,Anónimo,ca. 1890-1930,Metales,2014.54.34,Republicano
Chicotillo,Anónimo,ca. 1890-1930,Metales,2014.54.35,Republicano
Chicotillo,Anónimo,ca. 1890-1930,Metales,2014.54.37,Republicano
Chicotillo,Anónimo,ca. 1890-1930,Metales,2014.54.38,Republicano
Chicotillo,Anónimo,ca. 1890-1930,Metales,2014.54.39,Republicano
Chicotillo,Anónimo,ca. 1890-1930,Metales,2014.54.42,Republicano
Chicotillo,Anónimo,ca. 1890-1930,Metales,2014.54.43,Republicano
Chicotillo,Anónimo,ca. 1890-1930,Metales,2014.54.29,Republicano
Chicotillo,Anónimo,ca. 1890-1930,Metales,2014.54.31,Republicano
Chicotillo,Anónimo,ca. 1890-1930,Metales,2014.54.36,Republicano
Chicotillo,Anónimo,ca. 1890-1930,Metales,2014.54.40,Republicano
Chicotillo,Anónimo,ca. 1890-1930,Metales,2014.54.41,Republicano
Limosnero,Anónimo,ca. 1890-1930,Metales,2014.54.59,Republicano
Placa de traje de danzante,Anónimo,ca. 1890-1930,Metales,2014.54.14,Republicano
Placa de traje de danzante,Anónimo,ca. 1890-1930,Metales,2014.54.15,Republicano
Placa de traje de danzante,Anónimo,ca. 1890-1930,Metales,2014.54.18,Republicano
Placa de traje de danzante,Anónimo,ca. 1890-1930,Metales,2014.54.19,Republicano
Placa de traje de danzante,Anónimo,ca. 1890-1930,Metales,2014.54.20,Republicano
Placa de traje de danzante,Anónimo,ca. 1890-1930,Metales,2014.54.21,Republicano
Placa de traje de danzante,Anónimo,ca. 1890-1930,Metales,2014.54.23,Republicano
Placa de traje de danzante,Anónimo,ca. 1890-1930,Metales,2014.54.24,Republicano
Placa de traje de danzante,Anónimo,ca. 1890-1930,Metales,2014.54.25,Republicano
Placa de traje de danzante,Anónimo,ca. 1890-1930,Metales,2014.54.11,Republicano
Placa de traje de danzante,Anónimo,ca. 1890-1930,Metales,2014.54.12,Republicano
Placa de traje de danzante,Anónimo,ca. 1890-1930,Metales,2014.54.13,Republicano
Placa de traje de danzante,Anónimo,ca. 1890-1930,Metales,2014.54.16,Republicano
Placa de traje de danzante,Anónimo,ca. 1890-1930,Metales,2014.54.17,Republicano
Placa de traje de danzante,Anónimo,ca. 1890-1930,Metales,2014.54.22,Republicano
Placa de traje de danzante,Anónimo,ca. 1890-1930,Metales,2014.54.26,Republicano
Placa de traje de danzante,Anónimo,ca. 1890-1930,Metales,2014.54.27,Republicano
Placa de traje de danzante,Anónimo,ca. 1890-1930,Metales,2014.54.28,Republicano
Vara de alcalde,Anónimo,ca. 1890-1930,Metales,2014.54.46,Republicano
Vara de alcalde,Anónimo,ca. 1890-1930,Metales,2014.54.48,Republicano
Vara de alcalde,Anónimo,ca. 1890-1930,Metales,2014.54.49,Republicano
Vara de alcalde,Anónimo,ca. 1890-1930,Metales,2014.54.50,Republicano
Vara de alcalde,Anónimo,ca. 1890-1930,Metales,2014.54.51,Republicano
Vara de alcalde,Anónimo,ca. 1890-1930,Metales,2014.54.52,Republicano
Vara de alcalde,Anónimo,ca. 1890-1930,Metales,2014.54.53,Republicano
Vara de alcalde,Anónimo,ca. 1890-1930,Metales,2014.54.55,Republicano
Vara de alcalde,Anónimo,ca. 1890-1930,Metales,2014.54.56,Republicano
Vara de alcalde,Anónimo,ca. 1890-1930,Metales,2014.54.47,Republicano
Vara de alcalde,Anónimo,ca. 1890-1930,Metales,2014.54.54,Republicano
Bufón,Carlos Baca-Flor,ca. 1891,Dibujo,1959.4.142,Republicano
Tablas anatómicas 10 y 11,Carlos Baca-Flor,ca. 1891,Dibujo,1959.4.116,Republicano
Juan Lepiani,Anónimo,ca. 1891,Fotografía,1992.14.29,Republicano
Academia femenina,Carlos Baca-Flor,ca. 1891-1893,Dibujo,1959.4.267,Republicano
Academia femenina,Carlos Baca-Flor,ca. 1891-1893,Dibujo,1959.4.244,Republicano
Academia femenina,Carlos Baca-Flor,ca. 1891-1893,Dibujo,1959.4.311,Republicano
Academia femenina,Carlos Baca-Flor,ca. 1891-1893,Dibujo,1959.4.318,Republicano
Academia masculina,Carlos Baca-Flor,ca. 1891-1893,Dibujo,1959.4.82,Republicano
Academia masculina,Carlos Baca-Flor,ca. 1891-1893,Dibujo,1959.4.79,Republicano
Academia masculina,Carlos Baca-Flor,ca. 1891-1893,Dibujo,1959.4.229,Republicano
Academia masculina,Carlos Baca-Flor,ca. 1891-1893,Dibujo,1959.4.84,Republicano
Academia masculina,Carlos Baca-Flor,ca. 1891-1893,Dibujo,1959.4.247,Republicano
Academia masculina,Carlos Baca-Flor,ca. 1891-1893,Dibujo,1959.4.249,Republicano
Academia masculina,Carlos Baca-Flor,ca. 1891-1893,Dibujo,1959.4.312,Republicano
Academia masculina,Carlos Baca-Flor,ca. 1891-1893,Dibujo,1959.4.80,Republicano
Academia masculina,Carlos Baca-Flor,ca. 1891-1893,Dibujo,1959.4.314a-b,Republicano
Academia masculina,Carlos Baca-Flor,ca. 1891-1893,Dibujo,1959.4.317a-b,Republicano
Academia masculina,Carlos Baca-Flor,ca. 1891-1893,Dibujo,1959.4.81,Republicano
Academia masculina,Carlos Baca-Flor,ca. 1891-1893,Dibujo,1959.4.198,Republicano
Academia masculina,Carlos Baca-Flor,ca. 1891-1893,Dibujo,1959.4.248,Republicano
Estudio de brazo,Carlos Baca-Flor,ca. 1891-1893,Dibujo,1959.4.119,Republicano
Estudio de brazo y drapeado,Carlos Baca-Flor,ca. 1891-1893,Dibujo,1959.4.121,Republicano
